# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,
# Updated, 05/2022,,,,,,,,,
#Name,"Mean total halo potential (km^2/s^2) (due to both inter- and intra-halo interactions) for group of halos of the same size n_p, where n_p is number of particles in halo. Total potential substract intra-halo potential gives inter-halo potential. This can be used to compute cascade of potential energy.",,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,
"#Ref. [3] Eqs. (51), (52), Fig. 5, Figs. 7, 8",https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,
#Ref. [4] ,https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,
#Ref. [5]   Table 3,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
1,0,-22177.57594,-35804.97045,-42400.90108,-46260.72733,-52093.29653,-64768.41169,-73808.58457,-87110.97445,-95977.78223
2,0,-139952.0828,-135666.2843,-123129.9007,-116953.0472,-114478.2594,-119203.8162,-124601.1831,-133676.6626,-140520.5524
3,0,-205670.2281,-184744.5128,-163890.9129,-152697.2563,-145442.8569,-145713.5267,-150118.0594,-158740.8401,-167017.3391
4,0,-244634.2795,-215495.3923,-186415.278,-172057.617,-160010.3561,-155016.3128,-161150.2529,-169348.5604,-176313.1534
5,0,-241817.676,-238180.014,-208146.4156,-185276.7565,-170757.0327,-165933.9492,-166295.552,-175788.4879,-180835.9401
6,0,-335988.4913,-243077.4164,-221969.8488,-204701.817,-182508.4658,-172553.0219,-175229.5605,-173145.2638,-183503.2538
7,0,-345215.9855,-270991.6474,-232706.8695,-210804.753,-195251.5723,-176480.4542,-177211.1971,-180043.5331,-188699.345
8,0,-396658.0254,-286516.1469,-244362.3974,-227625.6324,-195727.0033,-181698.4104,-184269.7328,-184332.2919,-188505.146
9,0,-419195.5438,-290752.3399,-261868.01,-233117.6139,-205862.497,-187033.198,-179902.4181,-183349.7293,-194579.4325
10,0,-539031.6751,-318122.1874,-256955.8953,-240709.4433,-217470.022,-190355.9301,-182780.0417,-191715.2278,-185624.2611
11,0,-435380.1017,-346491.8435,-276253.9171,-243918.347,-227241.9065,-199934.7504,-194172.423,-185370.8938,-188613.495
12,0,-294652.4041,-333609.6007,-277397.9338,-254798.1572,-226815.365,-205036.3833,-192260.4399,-190803.6941,-192568.5301
13,0,0,-341951.5258,-294633.1671,-250652.5952,-236315.5468,-200782.8517,-190906.6539,-197820.1121,-191312.5832
14,0,-445056.0653,-389904.3526,-306944.3827,-264125.6953,-230413.6676,-216225.2487,-196931.4722,-200012.8106,-199670.2442
15,0,-106064.5988,-380292.0519,-329412.7327,-281354.3496,-248142.2976,-215058.7462,-202864.5229,-199748.4342,-192188.4588
16,0,-545973.5562,-415916.6204,-304904.3611,-286013.6565,-249128.175,-216766.2951,-211645.1402,-197515.1589,-196558.1711
17,0,0,-417257.4338,-343790.1047,-301709.9621,-246186.8563,-227572.6121,-211108.4612,-204707.8313,-211274.0845
18,0,0,-399328.7883,-328193.3379,-312425.5619,-252361.384,-236471.715,-220878.0978,-209240.2785,-207371.9416
19,0,0,-466399.9962,-349219.7377,-311361.5461,-278298.8354,-237934.7175,-222448.0822,-212963.0402,-209303.5544
20,0,0,-424483.6997,-360253.4866,-336833.4835,-279734.9733,-240857.6164,-223920.0492,-224114.3585,-215115.1843
21,0,0,-472656.5545,-369246.9794,-324815.8717,-281299.2182,-236355.5442,-234181.6953,-206190.9359,-211408.6381
22,0,0,-521076.7243,-389282.3943,-332060.0782,-301540.2685,-218021.4325,-241053.8025,-226703.6015,-219885.6651
23,0,0,-468356.1573,-376984.0747,-320078.1137,-271848.9917,-243321.8121,-242677.0753,-225758.8026,-228559.5459
24,0,0,-446967.5936,-380718.6271,-336831.683,-306614.7148,-254580.4594,-241831.6544,-256487.0789,-218255.2712
25,0,0,-494118.2759,-378105.73,-351171.8456,-309944.5708,-260000.7902,-241164.5473,-234865.3457,-241249.3318
26,0,0,-500130.0355,-408939.4811,-338786.3875,-321917.7352,-266909.2845,-248012.2267,-229566.2413,-230786.9872
27,0,0,-523106.1943,-449032.3554,-375379.7411,-341891.5309,-269195.1082,-239944.4314,-225854.4163,-220785.3488
